,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
1535,AAPL130720P00405000,AAPL,2013-07-20,put,405.0,A,4.0,,4.1,,302,1764,2013-06-10,-0.1781,0.0065,-48.6299,37.5486,0.2795
1536,AAPL130720C00410000,AAPL,2013-07-20,call,410.0,A,33.85,,34.25,,33,924,2013-06-10,0.7846,0.0073,-54.8005,42.1175,0.2797
1537,AAPL130720P00410000,AAPL,2013-07-20,put,410.0,A,4.95,,5.05,,464,3541,2013-06-10,-0.2122,0.0073,-53.3384,41.7723,0.2756
1538,AAPL130720C00415000,AAPL,2013-07-20,call,415.0,A,30.0,,30.35,,69,613,2013-06-10,0.7472,0.0081,-58.8522,46.0299,0.2749
1539,AAPL130720P00415000,AAPL,2013-07-20,put,415.0,A,6.1,,6.25,,765,3374,2013-06-10,-0.2512,0.0081,-57.9974,45.8936,0.2728
1540,AAPL130720C00420000,AAPL,2013-07-20,call,420.0,A,26.4,,26.7,,172,2468,2013-06-10,0.7048,0.0088,-62.7694,49.6998,0.2716
1541,AAPL130720P00420000,AAPL,2013-07-20,put,420.0,A,7.45,,7.6,,424,4088,2013-06-10,-0.2937,0.0089,-61.8913,49.6012,0.2693
1542,AAPL130720C00425000,AAPL,2013-07-20,call,425.0,A,23.05,,23.35,,139,1392,2013-06-10,0.6583,0.0094,-66.3469,52.8735,0.2698
1543,AAPL130720P00425000,AAPL,2013-07-20,put,425.0,A,9.05,,9.25,,487,4134,2013-06-10,-0.3403,0.0095,-65.3089,52.8008,0.2671
1544,AAPL130720C00430000,AAPL,2013-07-20,call,430.0,A,19.9,,20.15,,570,2944,2013-06-10,0.6096,0.01,-68.4546,55.2781,0.2664
1545,AAPL130720P00430000,AAPL,2013-07-20,put,430.0,A,10.9,,11.1,,784,5633,2013-06-10,-0.3897,0.0101,-67.6661,55.2569,0.2645
1546,AAPL130720C00435000,AAPL,2013-07-20,call,435.0,A,17.05,,17.35,,547,2521,2013-06-10,0.5582,0.0103,-70.0474,56.8503,0.2651
1547,AAPL130720P00435000,AAPL,2013-07-20,put,435.0,A,13.05,,13.25,,517,3393,2013-06-10,-0.4414,0.0104,-69.1465,56.8459,0.2628
1548,AAPL130720C00440000,AAPL,2013-07-20,call,440.0,A,14.45,,14.65,,1793,8519,2013-06-10,0.5057,0.0106,-70.0144,57.4589,0.2622
1549,AAPL130720P00440000,AAPL,2013-07-20,put,440.0,A,15.45,,15.65,,1190,7564,2013-06-10,-0.4942,0.0106,-69.3654,57.4592,0.2609
1550,AAPL130720C00445000,AAPL,2013-07-20,call,445.0,A,12.15,,12.35,,1753,2886,2013-06-10,0.453,0.0105,-69.1851,57.0681,0.2609
1551,AAPL130720P00445000,AAPL,2013-07-20,put,445.0,A,18.15,,18.35,,713,2021,2013-06-10,-0.5471,0.0106,-68.5161,57.0612,0.2596
1552,AAPL130720C00450000,AAPL,2013-07-20,call,450.0,A,10.15,,10.3,,3972,8939,2013-06-10,0.4015,0.0103,-67.2937,55.706,0.26
1553,AAPL130720P00450000,AAPL,2013-07-20,put,450.0,A,21.0,,21.35,,1096,7465,2013-06-10,-0.5995,0.0104,-66.3192,55.6643,0.2577
1554,AAPL130720C00455000,AAPL,2013-07-20,call,455.0,A,8.35,,8.5,,1072,12028,2013-06-10,0.3513,0.01,-64.1679,53.4315,0.2585
1555,AAPL130720P00455000,AAPL,2013-07-20,put,455.0,A,24.2,,24.55,,200,6851,2013-06-10,-0.65,0.01,-63.1518,53.3458,0.2562
1556,AAPL130720C00460000,AAPL,2013-07-20,call,460.0,A,6.85,,7.0,,1328,6422,2013-06-10,0.3048,0.0094,-60.5508,50.4435,0.2584
1557,AAPL130720P00460000,AAPL,2013-07-20,put,460.0,A,27.75,,28.05,,290,3611,2013-06-10,-0.6966,0.0095,-59.5822,50.3236,0.2564
1558,AAPL130720C00465000,AAPL,2013-07-20,call,465.0,A,5.55,,5.7,,846,3254,2013-06-10,0.2615,0.0087,-56.2095,46.8667,0.2582
1559,AAPL130720P00465000,AAPL,2013-07-20,put,465.0,A,31.45,,31.8,,61,1010,2013-06-10,-0.74,0.0088,-55.2336,46.7059,0.2562
1560,AAPL130720C00470000,AAPL,2013-07-20,call,470.0,A,4.5,,4.65,,1623,7360,2013-06-10,0.2224,0.008,-51.5092,42.9173,0.2584
1561,AAPL130720P00470000,AAPL,2013-07-20,put,470.0,A,35.4,,35.7,,312,1488,2013-06-10,-0.7795,0.008,-50.434,42.6888,0.2562
1562,AAPL130720C00475000,AAPL,2013-07-20,call,475.0,A,3.6,,3.75,,1251,4564,2013-06-10,0.1872,0.0072,-46.5274,38.7389,0.2586
1563,AAPL130720P00475000,AAPL,2013-07-20,put,475.0,A,39.3,,39.9,,21,2109,2013-06-10,-0.8164,0.0072,-44.8542,38.2391,0.2548
1564,AAPL130720C00480000,AAPL,2013-07-20,call,480.0,A,2.91,,3.05,,1785,7450,2013-06-10,0.1576,0.0064,-41.9552,34.706,0.2602
1565,AAPL130720P00480000,AAPL,2013-07-20,put,480.0,A,43.8,,44.15,,110,2707,2013-06-10,-0.8444,0.0064,-40.8006,34.3823,0.2581
1566,AAPL130720C00485000,AAPL,2013-07-20,call,485.0,A,2.33,,2.4,,287,4409,2013-06-10,0.1306,0.0056,-37.0378,30.581,0.2607
1567,AAPL130720P00485000,AAPL,2013-07-20,put,485.0,A,48.2,,48.55,,64,870,2013-06-10,-0.8712,0.0056,-35.9093,30.2444,0.2587
1568,AAPL130720C00490000,AAPL,2013-07-20,call,490.0,A,1.86,,1.92,,464,2606,2013-06-10,0.1085,0.0049,-32.698,26.8242,0.2625
1569,AAPL130720P00490000,AAPL,2013-07-20,put,490.0,A,52.55,,53.15,,15,1416,2013-06-10,-0.8959,0.0049,-30.6593,25.9975,0.2576
1570,AAPL130720C00495000,AAPL,2013-07-20,call,495.0,A,1.49,,1.57,,201,2996,2013-06-10,0.0898,0.0043,-28.6753,23.3561,0.2644
1571,AAPL130720P00495000,AAPL,2013-07-20,put,495.0,A,57.15,,57.8,,20,722,2013-06-10,-0.9151,0.0042,-26.3686,22.3449,0.2585
1572,AAPL130720C00500000,AAPL,2013-07-20,call,500.0,A,1.19,,1.24,,2297,19585,2013-06-10,0.0736,0.0036,-24.8044,20.0976,0.2658
1573,AAPL130720P00500000,AAPL,2013-07-20,put,500.0,A,62.05,,62.5,,78,8115,2013-06-10,-0.9266,0.0036,-24.1869,20.0133,0.2653
1574,AAPL130720C00505000,AAPL,2013-07-20,call,505.0,A,0.97,,1.02,,200,2905,2013-06-10,0.0614,0.0031,-21.8518,17.4823,0.2692
1575,AAPL130720P00505000,AAPL,2013-07-20,put,505.0,A,66.8,,67.2,,16,788,2013-06-10,-0.9411,0.0031,-20.2951,16.8593,0.2654
1576,AAPL130720C00510000,AAPL,2013-07-20,call,510.0,A,0.77,,0.84,,156,3065,2013-06-10,0.0509,0.0027,-19.028,15.0669,0.272
1577,AAPL130720P00510000,AAPL,2013-07-20,put,510.0,A,71.6,,72.1,,0,1386,2013-06-10,-0.9505,0.0026,-17.8691,14.6756,0.2695
1578,AAPL130720C00515000,AAPL,2013-07-20,call,515.0,A,0.64,,0.69,,36,1707,2013-06-10,0.0427,0.0023,-16.7821,13.1011,0.2759
1579,AAPL130720P00515000,AAPL,2013-07-20,put,515.0,A,76.4,,76.95,,0,684,2013-06-10,-0.9612,0.0022,-14.5353,12.0539,0.2688
1580,AAPL130720C00520000,AAPL,2013-07-20,call,520.0,A,0.54,,0.57,,121,5954,2013-06-10,0.0363,0.002,-14.9253,11.4649,0.2804
1581,AAPL130720P00520000,AAPL,2013-07-20,put,520.0,A,81.35,,81.85,,0,1199,2013-06-10,-0.9692,0.0018,-11.9512,9.9686,0.2695
1582,AAPL130720C00525000,AAPL,2013-07-20,call,525.0,A,0.43,,0.5,,109,3008,2013-06-10,0.0303,0.0017,-12.9975,9.8716,0.2836
1583,AAPL130720P00525000,AAPL,2013-07-20,put,525.0,A,86.25,,86.8,,8,1270,2013-06-10,-0.9759,0.0014,-9.5918,8.094,0.2695
1584,AAPL130720C00530000,AAPL,2013-07-20,call,530.0,A,0.35,,0.42,,32,2252,2013-06-10,0.0253,0.0014,-11.3435,8.5136,0.287
1585,AAPL130720P00530000,AAPL,2013-07-20,put,530.0,A,91.2,,91.7,,0,1742,2013-06-10,-0.9813,0.0011,-7.5953,6.5095,0.2695
1586,AAPL130720C00535000,AAPL,2013-07-20,call,535.0,A,0.29,,0.36,,14,878,2013-06-10,0.0214,0.0011,-10.0401,7.4269,0.2912
1587,AAPL130720P00535000,AAPL,2013-07-20,put,535.0,A,96.15,,96.75,,1,1018,2013-06-10,-0.9856,0.0009,-5.9266,5.1868,0.2695
1588,AAPL130720C00540000,AAPL,2013-07-20,call,540.0,A,0.25,,0.32,,41,1590,2013-06-10,0.0189,0.0011,-9.1494,6.6382,0.2969
1589,AAPL130720P00540000,AAPL,2013-07-20,put,540.0,A,101.05,,101.7,,0,625,2013-06-10,-0.9911,0.0005,-3.5514,3.4081,0.2609
1590,AAPL130720C00545000,AAPL,2013-07-20,call,545.0,A,0.22,,0.28,,0,1269,2013-06-10,0.0165,0.0009,-8.3306,5.9343,0.3024
1591,AAPL130720P00545000,AAPL,2013-07-20,put,545.0,A,106.1,,106.75,,2,686,2013-06-10,-0.9916,0.0005,-3.4212,3.2063,0.2695
1592,AAPL130720C00550000,AAPL,2013-07-20,call,550.0,A,0.23,,0.25,,181,7036,2013-06-10,0.0156,0.0009,-8.1644,5.6442,0.3116
1593,AAPL130720P00550000,AAPL,2013-07-20,put,550.0,A,111.1,,111.7,,0,2281,2013-06-10,-0.9937,0.0004,-2.5097,2.4887,0.2695
1594,AAPL130720C00555000,AAPL,2013-07-20,call,555.0,A,0.16,,0.25,,32,1141,2013-06-10,0.0132,0.0007,-7.1331,4.8844,0.3146
1595,AAPL130720P00555000,AAPL,2013-07-20,put,555.0,A,116.05,,116.9,,0,564,2013-06-10,-0.9952,0.0002,-1.7794,1.916,0.2695
1596,AAPL130720C00560000,AAPL,2013-07-20,call,560.0,A,0.13,,0.23,,2,1704,2013-06-10,0.0115,0.0007,-6.4251,4.3376,0.3191
1597,AAPL130720P00560000,AAPL,2013-07-20,put,560.0,A,121.05,,121.8,,0,1627,2013-06-10,-0.9964,0.0002,-1.1994,1.4633,0.2695
1598,AAPL130720C00565000,AAPL,2013-07-20,call,565.0,A,0.11,,0.23,,4,866,2013-06-10,0.0106,0.0005,-6.0903,4.0246,0.326
1599,AAPL130720P00565000,AAPL,2013-07-20,put,565.0,A,125.85,,126.9,,0,380,2013-06-10,-0.9973,0.0002,-0.7424,1.1089,0.2695
1600,AAPL130720C00570000,AAPL,2013-07-20,call,570.0,A,0.09,,0.21,,10,1742,2013-06-10,0.0092,0.0005,-5.4826,3.577,0.3302
1601,AAPL130720P00570000,AAPL,2013-07-20,put,570.0,A,130.85,,131.85,,6,1088,2013-06-10,-0.998,0.0001,-0.3849,0.8341,0.2695
1602,AAPL130720C00575000,AAPL,2013-07-20,call,575.0,A,0.12,,0.2,,82,3283,2013-06-10,0.0074,0.0004,-4.5197,2.9488,0.3302
1603,AAPL130720P00575000,AAPL,2013-07-20,put,575.0,A,136.0,,136.75,,0,3284,2013-06-10,-0.9985,0.0001,-0.1069,0.6228,0.2695
1604,AAPL130720C00580000,AAPL,2013-07-20,call,580.0,A,0.1,,0.19,,0,1932,2013-06-10,0.0059,0.0004,-3.7083,2.4195,0.3302
1605,AAPL130720P00580000,AAPL,2013-07-20,put,580.0,A,140.9,,141.8,,0,989,2013-06-10,-0.9988,0.0001,0.1083,0.4618,0.2695
1606,AAPL130720C00585000,AAPL,2013-07-20,call,585.0,A,0.09,,0.17,,20,601,2013-06-10,0.0047,0.0002,-3.0286,1.976,0.3302
1607,AAPL130720P00585000,AAPL,2013-07-20,put,585.0,A,146.0,,146.75,,0,399,2013-06-10,-0.9991,0.0001,0.2743,0.34,0.2695
1608,AAPL130720C00590000,AAPL,2013-07-20,call,590.0,A,0.08,,0.15,,0,1412,2013-06-10,0.0037,0.0002,-2.4625,1.6067,0.3302
1609,AAPL130720P00590000,AAPL,2013-07-20,put,590.0,A,151.0,,151.8,,0,813,2013-06-10,-0.9993,0.0,0.4022,0.2487,0.2695
1610,AAPL130720C00595000,AAPL,2013-07-20,call,595.0,A,0.05,,0.15,,0,1340,2013-06-10,0.003,0.0002,-1.9935,1.3007,0.3302
1611,AAPL130720P00595000,AAPL,2013-07-20,put,595.0,A,156.0,,156.8,,0,383,2013-06-10,-0.9994,0.0,0.501,0.1807,0.2695
1612,AAPL130720C00600000,AAPL,2013-07-20,call,600.0,A,0.06,,0.1,,5,22642,2013-06-10,0.0023,0.0002,-1.6071,1.0486,0.3302
1613,AAPL130720P00600000,AAPL,2013-07-20,put,600.0,A,160.95,,161.8,,6,12864,2013-06-10,-0.9995,0.0,0.5775,0.1305,0.2695
1614,AAPL130720C00605000,AAPL,2013-07-20,call,605.0,A,0.02,,0.11,,0,1368,2013-06-10,0.0018,0.0001,-1.2903,0.8418,0.3302
1615,AAPL130720P00605000,AAPL,2013-07-20,put,605.0,A,166.0,,166.8,,1,604,2013-06-10,-0.9996,0.0,0.6372,0.0937,0.2695
1616,AAPL130720C00610000,AAPL,2013-07-20,call,610.0,A,0.05,,0.11,,0,961,2013-06-10,0.0014,0.0001,-1.0318,0.6732,0.3302
1617,AAPL130720P00610000,AAPL,2013-07-20,put,610.0,A,170.45,,171.95,,0,508,2013-06-10,-0.9997,0.0,0.6845,0.0668,0.2695
1618,AAPL130720C00615000,AAPL,2013-07-20,call,615.0,A,0.06,,0.11,,67,1133,2013-06-10,0.0011,0.0001,-0.8219,0.5363,0.3302
1619,AAPL130720P00615000,AAPL,2013-07-20,put,615.0,A,175.9,,176.8,,0,311,2013-06-10,-0.9997,0.0,0.7225,0.0474,0.2695
1620,AAPL130720C00620000,AAPL,2013-07-20,call,620.0,A,0.03,,0.09,,0,3397,2013-06-10,0.0009,0.0001,-0.6522,0.4256,0.3302
1621,AAPL130720P00620000,AAPL,2013-07-20,put,620.0,A,181.0,,181.8,,0,200,2013-06-10,-0.9997,0.0,0.7536,0.0334,0.2695
1622,AAPL130720C00625000,AAPL,2013-07-20,call,625.0,A,0.02,,0.1,,10,1320,2013-06-10,0.0007,0.0,-0.5158,0.3365,0.3302
1623,AAPL130720P00625000,AAPL,2013-07-20,put,625.0,A,185.45,,186.95,,0,242,2013-06-10,-0.9997,0.0,0.7798,0.0235,0.2695
1624,AAPL130720C00630000,AAPL,2013-07-20,call,630.0,A,0.01,,0.1,,0,878,2013-06-10,0.0005,0.0,-0.4063,0.2651,0.3302
1625,AAPL130720P00630000,AAPL,2013-07-20,put,630.0,A,191.0,,191.8,,0,380,2013-06-10,-0.9998,0.0,0.8023,0.0164,0.2695
1626,AAPL130720C00635000,AAPL,2013-07-20,call,635.0,A,0.02,,0.1,,0,499,2013-06-10,0.0004,0.0,-0.319,0.2082,0.3302
1627,AAPL130720P00635000,AAPL,2013-07-20,put,635.0,A,195.45,,196.95,,0,195,2013-06-10,-0.9998,0.0,0.8223,0.0114,0.2695
1628,AAPL130720C00640000,AAPL,2013-07-20,call,640.0,A,0.01,,0.09,,0,864,2013-06-10,0.0002,0.0,-0.2496,0.1629,0.3302
1629,AAPL130720P00640000,AAPL,2013-07-20,put,640.0,A,200.45,,201.95,,0,39,2013-06-10,-0.9998,0.0,0.8404,0.0078,0.2695
1630,AAPL130720C00645000,AAPL,2013-07-20,call,645.0,A,0.01,,0.1,,0,530,2013-06-10,0.0002,0.0,-0.1948,0.1271,0.3302
1631,AAPL130720P00645000,AAPL,2013-07-20,put,645.0,A,206.0,,206.8,,0,54,2013-06-10,-0.9998,0.0,0.8571,0.0054,0.2695
1632,AAPL130720C00650000,AAPL,2013-07-20,call,650.0,A,0.02,,0.06,,4,4416,2013-06-10,0.0002,0.0,-0.1514,0.0988,0.3302
1633,AAPL130720P00650000,AAPL,2013-07-20,put,650.0,A,210.45,,211.95,,0,32,2013-06-10,-0.9998,0.0,0.8729,0.0037,0.2695
1634,AAPL130720C00655000,AAPL,2013-07-20,call,655.0,A,0.01,,0.07,,1,784,2013-06-10,0.0001,0.0,-0.1173,0.0766,0.3302
1635,AAPL130720P00655000,AAPL,2013-07-20,put,655.0,A,215.45,,216.95,,0,10,2013-06-10,-0.9998,0.0,0.8881,0.0025,0.2695
1636,AAPL130720C00660000,AAPL,2013-07-20,call,660.0,A,0.01,,0.09,,0,1162,2013-06-10,0.0001,0.0,-0.0907,0.0592,0.3302
1637,AAPL130720P00660000,AAPL,2013-07-20,put,660.0,A,220.8,,221.85,,0,6,2013-06-10,-0.9998,0.0,0.9028,0.0017,0.2695
1638,AAPL130720C00665000,AAPL,2013-07-20,call,665.0,A,0.01,,0.09,,0,1008,2013-06-10,0.0001,0.0,-0.0699,0.0456,0.3302
1639,AAPL130720P00665000,AAPL,2013-07-20,put,665.0,A,225.45,,226.95,,0,9,2013-06-10,-0.9998,0.0,0.9171,0.0011,0.2695
1640,AAPL130720C00670000,AAPL,2013-07-20,call,670.0,A,0.01,,0.09,,0,6066,2013-06-10,0.0001,0.0,-0.0537,0.035,0.3302
1641,AAPL130720P00670000,AAPL,2013-07-20,put,670.0,A,230.45,,231.95,,0,44,2013-06-10,-0.9998,0.0,0.9313,0.0008,0.2695
1642,AAPL130720C00675000,AAPL,2013-07-20,call,675.0,A,0.0,,0.08,,0,980,2013-06-10,0.0,0.0,-0.0411,0.0268,0.3302
1643,AAPL130720P00675000,AAPL,2013-07-20,put,675.0,A,235.45,,236.95,,0,10,2013-06-10,-0.9998,0.0,0.9453,0.0005,0.2695
1644,AAPL130720C00680000,AAPL,2013-07-20,call,680.0,A,0.01,,0.08,,0,1283,2013-06-10,0.0,0.0,-0.0314,0.0205,0.3302
1645,AAPL130720P00680000,AAPL,2013-07-20,put,680.0,A,240.45,,241.95,,0,28,2013-06-10,-0.9998,0.0,0.9592,0.0002,0.2695
1646,AAPL130720C00685000,AAPL,2013-07-20,call,685.0,A,0.0,,0.08,,0,315,2013-06-10,0.0,0.0,-0.024,0.0156,0.3302
1647,AAPL130720P00685000,AAPL,2013-07-20,put,685.0,A,245.45,,246.95,,0,0,2013-06-10,-0.9998,0.0,0.973,0.0002,0.2695
1648,AAPL130720C00690000,AAPL,2013-07-20,call,690.0,A,0.0,,0.08,,0,1468,2013-06-10,0.0,0.0,-0.0182,0.0119,0.3302
1649,AAPL130720P00690000,AAPL,2013-07-20,put,690.0,A,250.45,,251.95,,0,0,2013-06-10,-0.9998,0.0,0.9868,0.0002,0.2695
1650,AAPL130720C00695000,AAPL,2013-07-20,call,695.0,A,0.01,,0.08,,0,474,2013-06-10,0.0,0.0,-0.0138,0.009,0.3302
1651,AAPL130720P00695000,AAPL,2013-07-20,put,695.0,A,255.45,,256.95,,0,0,2013-06-10,-0.9998,0.0,1.0005,0.0001,0.2695
1652,AAPL130720C00700000,AAPL,2013-07-20,call,700.0,A,0.01,,0.05,,0,5047,2013-06-10,0.0,0.0,-0.0105,0.0068,0.3302
1653,AAPL130720P00700000,AAPL,2013-07-20,put,700.0,A,260.45,,261.95,,0,83,2013-06-10,-0.9998,0.0,1.0143,0.0001,0.2695
1654,AAPL130720C00705000,AAPL,2013-07-20,call,705.0,A,0.0,,0.07,,0,504,2013-06-10,0.0,0.0,-0.008,0.0051,0.3302
1655,AAPL130720P00705000,AAPL,2013-07-20,put,705.0,A,265.45,,266.95,,0,5,2013-06-10,-0.9998,0.0,1.028,0.0,0.2695
1656,AAPL130720C00710000,AAPL,2013-07-20,call,710.0,A,0.0,,0.07,,0,665,2013-06-10,0.0,0.0,-0.0059,0.0039,0.3302
1657,AAPL130720P00710000,AAPL,2013-07-20,put,710.0,A,270.45,,271.95,,0,20,2013-06-10,-0.9998,0.0,1.0417,0.0,0.2695
1658,AAPL130720C00715000,AAPL,2013-07-20,call,715.0,A,0.01,,0.07,,0,286,2013-06-10,0.0,0.0,-0.0045,0.0028,0.3302
1659,AAPL130720P00715000,AAPL,2013-07-20,put,715.0,A,275.8,,276.8,,0,49,2013-06-10,-0.9998,0.0,1.0553,0.0,0.2695
1660,AAPL130720C00720000,AAPL,2013-07-20,call,720.0,A,0.0,,0.07,,0,647,2013-06-10,0.0,0.0,-0.0033,0.0022,0.3302
1661,AAPL130720P00720000,AAPL,2013-07-20,put,720.0,A,280.8,,281.8,,0,60,2013-06-10,-0.9998,0.0,1.069,0.0,0.2695
1662,AAPL130720C00725000,AAPL,2013-07-20,call,725.0,A,0.0,,0.07,,0,985,2013-06-10,0.0,0.0,-0.0025,0.0016,0.3302
1663,AAPL130720P00725000,AAPL,2013-07-20,put,725.0,A,285.8,,286.8,,0,384,2013-06-10,-0.9998,0.0,1.0827,0.0,0.2695
1664,AAPL130720C00730000,AAPL,2013-07-20,call,730.0,A,0.0,,0.06,,0,225,2013-06-10,0.0,0.0,-0.0019,0.0011,0.3302
1665,AAPL130720P00730000,AAPL,2013-07-20,put,730.0,A,290.8,,291.8,,0,24,2013-06-10,-0.9998,0.0,1.0964,0.0,0.2695
1666,AAPL130720C00735000,AAPL,2013-07-20,call,735.0,A,0.0,,0.06,,0,318,2013-06-10,0.0,0.0,-0.0014,0.0009,0.3302
1667,AAPL130720P00735000,AAPL,2013-07-20,put,735.0,A,295.85,,296.85,,0,17,2013-06-10,-0.9998,0.0,1.1101,0.0,0.2695
1668,AAPL130720C00740000,AAPL,2013-07-20,call,740.0,A,0.0,,0.06,,0,277,2013-06-10,0.0,0.0,-0.001,0.0007,0.3302
1669,AAPL130720P00740000,AAPL,2013-07-20,put,740.0,A,300.45,,301.95,,0,0,2013-06-10,-0.9998,0.0,1.1238,0.0,0.2695
1670,AAPL130720C00745000,AAPL,2013-07-20,call,745.0,A,0.0,,0.06,,0,452,2013-06-10,0.0,0.0,-0.0008,0.0005,0.3302
1671,AAPL130720P00745000,AAPL,2013-07-20,put,745.0,A,305.45,,306.95,,0,0,2013-06-10,-0.9998,0.0,1.1375,0.0,0.2695
1672,AAPL130720C00750000,AAPL,2013-07-20,call,750.0,A,0.0,,0.05,,0,915,2013-06-10,0.0,0.0,-0.0006,0.0004,0.3302
1673,AAPL130720P00750000,AAPL,2013-07-20,put,750.0,A,310.45,,311.95,,0,0,2013-06-10,-0.9998,0.0,1.1511,0.0,0.2695
1674,AAPL130720C00755000,AAPL,2013-07-20,call,755.0,A,0.0,,0.05,,0,377,2013-06-10,0.0,0.0,-0.0004,0.0002,0.3302
1675,AAPL130720P00755000,AAPL,2013-07-20,put,755.0,A,315.45,,316.95,,0,10,2013-06-10,-0.9998,0.0,1.1648,0.0,0.2695
1676,AAPL130720C00760000,AAPL,2013-07-20,call,760.0,A,0.0,,0.05,,0,558,2013-06-10,0.0,0.0,-0.0003,0.0002,0.3302
1677,AAPL130720P00760000,AAPL,2013-07-20,put,760.0,A,320.45,,321.95,,0,0,2013-06-10,-0.9998,0.0,1.1785,0.0,0.2695
1678,AAPL130720C00765000,AAPL,2013-07-20,call,765.0,A,0.0,,0.05,,0,148,2013-06-10,0.0,0.0,-0.0002,0.0001,0.3302
1679,AAPL130720P00765000,AAPL,2013-07-20,put,765.0,A,325.45,,326.95,,0,0,2013-06-10,-0.9998,0.0,1.1922,0.0,0.2695
1680,AAPL130720C00770000,AAPL,2013-07-20,call,770.0,A,0.0,,0.05,,0,273,2013-06-10,0.0,0.0,-0.0002,0.0001,0.3302
1681,AAPL130720P00770000,AAPL,2013-07-20,put,770.0,A,330.45,,331.95,,0,11,2013-06-10,-0.9998,0.0,1.2059,0.0,0.2695
1682,AAPL130720C00775000,AAPL,2013-07-20,call,775.0,A,0.0,,0.05,,0,370,2013-06-10,0.0,0.0,-0.0001,0.0001,0.3302
1683,AAPL130720P00775000,AAPL,2013-07-20,put,775.0,A,335.45,,336.95,,0,0,2013-06-10,-0.9998,0.0,1.2196,0.0,0.2695
1684,AAPL130720C00780000,AAPL,2013-07-20,call,780.0,A,0.0,,0.05,,0,600,2013-06-10,0.0,0.0,-0.0001,0.0001,0.3302
1685,AAPL130720P00780000,AAPL,2013-07-20,put,780.0,A,340.45,,341.95,,0,0,2013-06-10,-0.9998,0.0,1.2332,0.0,0.2695
1686,AAPL130720C00785000,AAPL,2013-07-20,call,785.0,A,0.0,,0.05,,0,239,2013-06-10,0.0,0.0,-0.0001,0.0,0.3302
1687,AAPL130720P00785000,AAPL,2013-07-20,put,785.0,A,345.45,,346.95,,0,32,2013-06-10,-0.9998,0.0,1.2468,0.0,0.2695
1688,AAPL130720C00790000,AAPL,2013-07-20,call,790.0,A,0.0,,0.05,,0,296,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1689,AAPL130720P00790000,AAPL,2013-07-20,put,790.0,A,350.45,,351.95,,0,0,2013-06-10,-0.9998,0.0,1.2606,0.0,0.2695
1690,AAPL130720C00795000,AAPL,2013-07-20,call,795.0,A,0.0,,0.05,,0,186,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1691,AAPL130720P00795000,AAPL,2013-07-20,put,795.0,A,355.45,,356.95,,0,0,2013-06-10,-0.9998,0.0,1.2743,0.0,0.2695
1692,AAPL130720C00800000,AAPL,2013-07-20,call,800.0,A,0.0,,0.02,,0,3445,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1693,AAPL130720P00800000,AAPL,2013-07-20,put,800.0,A,360.45,,361.95,,0,957,2013-06-10,-0.9998,0.0,1.288,0.0,0.2695
1694,AAPL130720C00805000,AAPL,2013-07-20,call,805.0,A,0.0,,0.04,,0,740,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1695,AAPL130720P00805000,AAPL,2013-07-20,put,805.0,A,365.45,,366.95,,0,0,2013-06-10,-0.9998,0.0,1.3016,0.0,0.2695
1696,AAPL130720C00810000,AAPL,2013-07-20,call,810.0,A,0.0,,0.04,,0,228,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1697,AAPL130720P00810000,AAPL,2013-07-20,put,810.0,A,370.45,,371.95,,0,0,2013-06-10,-0.9998,0.0,1.3153,0.0,0.2695
1698,AAPL130720C00815000,AAPL,2013-07-20,call,815.0,A,0.0,,0.04,,0,255,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1699,AAPL130720P00815000,AAPL,2013-07-20,put,815.0,A,375.45,,376.95,,0,0,2013-06-10,-0.9998,0.0,1.329,0.0,0.2695
1700,AAPL130720C00820000,AAPL,2013-07-20,call,820.0,A,0.0,,0.04,,0,146,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1701,AAPL130720P00820000,AAPL,2013-07-20,put,820.0,A,380.45,,381.95,,0,1,2013-06-10,-0.9998,0.0,1.3427,0.0,0.2695
1702,AAPL130720C00825000,AAPL,2013-07-20,call,825.0,A,0.0,,0.04,,0,311,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1703,AAPL130720P00825000,AAPL,2013-07-20,put,825.0,A,385.45,,386.95,,0,0,2013-06-10,-0.9998,0.0,1.3564,0.0,0.2695
1704,AAPL130720C00830000,AAPL,2013-07-20,call,830.0,A,0.0,,0.04,,0,303,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1705,AAPL130720P00830000,AAPL,2013-07-20,put,830.0,A,390.45,,391.95,,0,0,2013-06-10,-0.9998,0.0,1.37,0.0,0.2695
1706,AAPL130720C00835000,AAPL,2013-07-20,call,835.0,A,0.0,,0.04,,0,96,2013-06-10,0.0,0.0,0.0,0.0,0.3302
1707,AAPL130720P00835000,AAPL,2013-07-20,put,835.0,A,395.45,,396.95,,0,0,2013-06-10,-0.9998,0.0,1.3837,0.0,0.2695
